OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,State,ZipCode,Neighborhood,LargestPropertyUseType,YearsENERGYSTARCertified,NumberofBuildings,NumberofFloors,PropertyGFATotal,ENERGYSTARScore,SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,BuildingAge,TotalUseTypeNumber,GFABuildingRate,GFAParkingRate,GFAPerBuilding,GFAPerFloor,harvesine_distance
457,2016,NonResidential,Large Office,1441 N. 34th Street,1441 N 34TH ST,WA,98103.0,LAKE UNION,Office,,1.0,3.0,103697.0,4.0,13322306.5,0.0,6700166.0,6622316.0,398.42,15,1,0.54043,0.45957,103697.0,34565.667,12356.345483739204
458,2016,NonResidential,Small- and Mid-Sized Office,Northgate Exec Center B,155 NE 100th Street,WA,98125.0,NORTH,Office,,1.0,5.0,74880.0,62.0,4781582.25,0.0,4781674.0,0.0,33.335,42,2,1.0,0.0,74880.0,14976.0,12352.976011572171
459,2016,NonResidential,Small- and Mid-Sized Office,Northgate Exec Center C,9725 3rd Avenue,WA,98115.0,NORTH,Office,,1.0,6.0,88774.0,52.5,6043427.75,0.0,6043552.5,0.0,42.129999999999995,37,2,1.0,0.0,88774.0,14795.667,12353.028688889402
460,2016,NonResidential,Large Office,Northgate Plaza,9709 3rd Ave NE,WA,98115.0,NORTH,Office,2009,1.0,5.0,122250.0,92.0,5778840.0,0.0,5778964.5,0.0,40.285,33,4,1.0,0.0,122250.0,24450.0,12353.078864106395
461,2016,NonResidential,Small- and Mid-Sized Office,Northgate Office Building,9750 3rd Ave NE,WA,98115.0,NORTH,Office,,1.0,4.0,53730.0,19.0,4793203.5,0.0,4793304.5,0.0,33.415000000000006,37,2,1.0,0.0,53730.0,13432.5,12352.87923128572
462,2016,NonResidential,Small- and Mid-Sized Office,Delridge Building,4045 Delridge Way,WA,98101.0,DELRIDGE,Office,,1.0,3.0,55593.0,56.0,4162339.75,0.0,2821875.5,1340522.0,90.86500000000001,56,1,1.0,0.0,55593.0,18531.0,12361.838224793793
463,2016,NonResidential,Large Office,425 Pontius,425 Pontius Ave N,WA,98109.0,LAKE UNION,Office,,1.0,4.0,134056.0,54.5,4679769.0,0.0,4679865.0,0.0,32.625,34,2,0.54526,0.45474,134056.0,33514.0,12357.051470018401
464,2016,NonResidential,Retail Store,Costco #0001 Seattle,4401 4th Ave South,WA,98199.0,GREATER DUWAMISH,Retail Store,,1.0,1.0,158415.0,24.0,22879526.0,0.0,16268514.0,6611356.0,464.53999999999996,11,1,1.0,0.0,158415.0,158415.0,12359.652831644795
465,2016,NonResidential,Large Office,1000 Denny Building,1000 Denny Way,WA,98109.0,LAKE UNION,Office,,1.0,8.0,287819.0,,48754360.0,0.0,48535137.0,220237.5,350.04999999999995,87,4,1.0,0.0,287819.0,35977.375,12357.511877494366
466,2016,NonResidential,Other,VM Seattle Hospital & Medical Center - Buck Pavilion,1100 9th Avenue,WA,98101.0,EAST,Urgent Care/Clinic/Other Outpatient,,1.0,8.0,158738.0,,64251380.0,5904740.25,48538929.0,9794146.0,1314.32,41,1,1.0,0.0,158738.0,19842.25,12357.378531934819
467,2016,NonResidential,Retail Store,70100608-Ballard,915 NW 45th Street,WA,98107.0,BALLARD,Retail Store,,1.0,1.0,164437.0,61.5,18506318.0,0.0,14250102.0,4256514.0,325.405,17,3,1.0,0.0,164437.0,164437.0,12357.731066694825
468,2016,NonResidential,Large Office,Interurban Exchange II - SEDO,535 Terry Ave. North,WA,98109.0,LAKE UNION,Office,,1.0,5.0,184482.0,95.0,5746110.5,0.0,5729808.5,16421.5,40.815,7,3,0.64097,0.35903,184482.0,36896.4,12357.349314547373
469,2016,NonResidential,Laboratory,Rosen Building - SEDO,960 Republican St.,WA,98109.0,LAKE UNION,Laboratory,,1.0,3.0,55200.0,,11580122.0,0.0,7652959.0,3927325.5,261.935,88,2,1.0,0.0,55200.0,18400.0,12357.366605835261
470,2016,NonResidential,Laboratory,401 Terry (ID470),401 TERRY AVE N,WA,98109.0,LAKE UNION,Laboratory,,1.0,4.0,241159.0,,36948650.0,0.0,22834424.5,14114749.5,908.8199999999999,13,1,0.53643,0.46357,241159.0,60289.75,12357.417674795048
471,2016,NonResidential,Large Office,428 Westlake,428 Westlake Avenue N.,WA,98109.0,LAKE UNION,Office,,1.0,6.0,139282.0,85.0,4252357.0,0.0,4252466.0,0.0,29.64,12,5,0.62248,0.37752,139282.0,23213.667,12357.437223894929
473,2016,NonResidential,Large Office,City Place II - SEDO,500 Boren Ave. N.,WA,98109.0,LAKE UNION,Office,,1.0,5.0,271071.0,96.0,7878214.75,0.0,7725559.5,152816.0,61.97,7,3,0.63589,0.36411,271071.0,54214.2,12357.225884011477
474,2016,NonResidential,Warehouse,08185-Lake Union,700 Fairview Ave N,WA,98109.0,LAKE UNION,Non-Refrigerated Warehouse,,1.0,5.0,127800.0,53.5,2913820.0,0.0,2626425.5,287450.0,33.575,102,1,1.0,0.0,127800.0,25560.0,12357.020771451906
475,2016,NonResidential,Large Office,Arnold Building,1100 Fairview Ave No.,WA,98109.0,LAKE UNION,Office,,1.0,5.0,560516.0,69.5,30396998.0,0.0,21347344.5,9050104.0,629.47,14,2,0.63142,0.36858,560516.0,112103.2,12356.64716329413
476,2016,NonResidential,Large Office,Yale,823 Yale Ave N.,WA,98109.0,LAKE UNION,Office,,1.0,6.0,226592.0,49.0,11880438.0,0.0,11729752.0,150929.0,89.785,15,2,0.58074,0.41926,226592.0,37765.333,12356.820508629657
477,2016,Campus,Other,Weintraub/Hutchinson/Thomas,1100 Fairview Ave N,WA,98109.0,LAKE UNION,Other,,2.0,5.0,535947.0,,133807652.0,0.0,66887608.0,66921472.0,4020.49,19,2,0.81782,0.18218,267973.5,107189.4,12356.64716329413
480,2016,NonResidential,Mixed Use Property,307 Westlake - SEDO,307 Westlake Ave. N.,WA,98109.0,LAKE UNION,Other,,1.0,5.0,159700.0,,29245499.0,0.0,19656884.0,9589007.0,646.3050000000001,13,4,0.68282,0.31718,159700.0,31940.0,12357.569941463164
481,2016,NonResidential,Large Office,Westlake Terry - East SEDO,321 Terry Ave. N.,WA,98109.0,LAKE UNION,Office,201620152014201320092008,1.0,4.0,209816.0,96.0,7148783.25,0.0,5514876.0,1634025.5,125.23,10,4,0.64887,0.35113,209816.0,52454.0,12357.466678555382
482,2016,NonResidential,Large Office,Westlake Terry - West SEDO,320 Westlake Ave. N.,WA,98109.0,LAKE UNION,Office,201620152014201320112009,1.0,6.0,303103.0,95.5,8104822.75,0.0,7758084.0,346911.5,72.51,10,3,0.6374,0.3626,303103.0,50517.167,12357.51702846174
484,2016,NonResidential,Mixed Use Property,Fred Rogers Building,1020 John St.,WA,98109.0,LAKE UNION,Non-Refrigerated Warehouse,,1.0,3.0,67380.0,65.5,2705316.5,0.0,1589366.5,1115983.5,70.35,62,5,1.0,0.0,67380.0,22460.0,12357.491571293467
487,2016,NonResidential,Laboratory,UW Medicine Research Phase I,850 Republican St.,WA,98109.0,LAKE UNION,Laboratory,,1.0,4.0,102235.0,,24842794.0,0.0,15592451.0,9250670.0,600.0,53,1,1.0,0.0,102235.0,25558.75,12357.538661530321
488,2016,NonResidential,Mixed Use Property,UW Medicine Research Phase II,850 Republican Street,WA,98109.0,LAKE UNION,Laboratory,,1.0,5.0,436497.0,,43365528.0,0.0,30218817.0,13147341.5,908.915,8,3,0.64792,0.35208,436497.0,87299.4,12357.538661530321
489,2016,NonResidential,Small- and Mid-Sized Office,200 West Thomas,200 West Thomas St,WA,98119.0,MAGNOLIA / QUEEN ANNE,Office,,1.0,5.0,88062.0,80.5,3366247.125,0.0,3366315.5,0.0,23.465,42,2,0.76351,0.23649,88062.0,17612.4,12358.988183995803
490,2016,NonResidential,Small- and Mid-Sized Office,North Tower,100 West Harrison,WA,98119.0,MAGNOLIA / QUEEN ANNE,Office,,1.0,5.0,87178.0,70.0,3663114.875,0.0,3663192.0,0.0,25.535,44,2,0.76581,0.23419,87178.0,17435.6,12358.85534734053
491,2016,NonResidential,Small- and Mid-Sized Office,South Tower,100 West Harrison,WA,98119.0,MAGNOLIA / QUEEN ANNE,Office,,1.0,5.0,87178.0,86.0,3544000.875,0.0,3544074.5,0.0,24.705,46,2,0.76581,0.23419,87178.0,17435.6,12358.85534734053
492,2016,NonResidential,Small- and Mid-Sized Office,Queen Anne Plaza,201 Queen Anne Ave N,WA,98109.0,MAGNOLIA / QUEEN ANNE,Office,,1.0,4.0,86995.0,79.5,3075208.875,0.0,3075274.0,0.0,21.439999999999998,31,2,0.66895,0.33105,86995.0,21748.75,12358.861767512386
493,2016,NonResidential,Small- and Mid-Sized Office,200 First Ave W,200 1ST AVE W,WA,98119.0,MAGNOLIA / QUEEN ANNE,Office,,1.0,5.0,88000.0,76.0,3308684.25,0.0,3308749.0,0.0,23.064999999999998,45,2,0.75455,0.24545,88000.0,17600.0,12358.89867046328
494,2016,NonResidential,Medical Office,4225 Roosevelt 2ros4225,4225 Roosevelt Way NE,WA,98105.0,NORTHEAST,Medical Office,,1.0,4.0,196749.0,5.5,19200943.0,0.0,11580167.5,7621011.5,485.48,28,2,0.55067,0.44933,196749.0,49187.25,12354.433109678615
495,2016,NonResidential,Medical Office,4245 Roosevelt 2ros4245,4245 Roosevelt Way NE,WA,98105.0,NORTHEAST,Medical Office,,1.0,4.0,191276.0,18.5,8876031.5,0.0,8449673.5,426541.0,81.56,22,1,0.50187,0.49813,191276.0,47819.0,12354.402758406728
496,2016,NonResidential,Self-Storage Facility,Market St Center,2811 NW Market Street,WA,98107.0,BALLARD,Unknown,,1.5,2.0,111445.0,,5508174.25,0.0,2967197.0,2541037.5,155.64,70,13,1.0,0.0,74296.667,55722.5,12359.025744067858
497,2016,NonResidential,Warehouse,08176-West Seattle,2964 Sw Avalon Way,WA,98126.0,SOUTHWEST,Non-Refrigerated Warehouse,,1.0,4.0,98475.0,82.0,1086513.8125,0.0,775830.0,310700.0,21.91,19,1,1.0,0.0,98475.0,24618.75,12362.23486115774
498,2016,NonResidential,Hospital,SCCA,825 Eastlake Ave E,WA,98109.0,LAKE UNION,Hospital (General Medical & Surgical),,1.0,7.0,330532.5,20.0,44613824.0,0.0,27321562.0,17292840.0,1108.89,16,1,0.54481,0.45519,330532.5,47218.929,12356.688188293474
500,2016,NonResidential,Supermarket / Grocery Store,70100179-Lake City,13000 Lake City Way NE,WA,98125.0,NORTH,Supermarket/Grocery Store,,1.0,2.0,276747.0,67.5,14547973.0,0.0,10577407.0,3970783.0,284.63,21,2,0.66056,0.33944,276747.0,138373.5,12349.586337313363
503,2016,NonResidential,Supermarket / Grocery Store,RESTAURANT DEPOT SEATTLE (ID503),3670 E MARGINAL WAY S,WA,98134.0,GREATER DUWAMISH,Supermarket/Grocery Store,,1.0,1.0,63225.0,100.0,6571246.25,0.0,6571384.0,0.0,45.81,8,1,1.0,0.0,63225.0,63225.0,12359.95616986991
504,2016,Nonresidential COS,Other,Westbridge,4209 W Marginal Way SW,WA,98118.0,DELRIDGE,Other - Services,,0.5,1.0,113780.0,,3577316.625,0.0,1472106.0,2105241.5,122.07,61,2,1.0,0.0,227560.0,113780.0,12361.209077029227
507,2016,NonResidential,Warehouse,Skyline-East Marginal,4401 E Marginal Way S,WA,98134.0,GREATER DUWAMISH,Non-Refrigerated Warehouse,,1.0,1.0,243044.0,99.5,1954200.625,0.0,781389.0,1172829.5,67.735,17,1,1.0,0.0,243044.0,243044.0,12360.511271257052
508,2016,NonResidential,Other,The Park View Building,601 N 34th St,WA,98103.0,LAKE UNION,Parking,,1.0,3.0,280252.0,,11859287.0,0.0,11859540.0,0.0,82.675,15,3,0.44224,0.55776,280252.0,93417.333,12357.013558011022
513,2016,NonResidential,Other,Q13 FOX,1813 Westlake Ave N,WA,98109.0,MAGNOLIA / QUEEN ANNE,Other,,1.0,3.0,66462.0,,7993203.25,0.0,7993392.5,0.0,55.724999999999994,64,2,0.80443,0.19557,66462.0,22154.0,12357.045138080632
514,2016,NonResidential,Retail Store,W000252-NORTH SEATTLE WA,12525 AURORA AVENUE NORTH,WA,98133.0,NORTHWEST,Retail Store,,1.0,1.0,131387.0,77.0,8017395.0,0.0,7088723.0,928805.5,98.745,19,1,1.0,0.0,131387.0,131387.0,12353.466697950083
515,2016,NonResidential,Warehouse,0643-Seattle - North 130th Street,1430 North 130th Street,WA,98133.0,NORTHWEST,Non-Refrigerated Warehouse,,1.0,3.0,94400.0,36.0,834339.25,0.0,690704.0,143650.0,12.445,17,1,1.0,0.0,94400.0,31466.667,12352.877615151867
516,2016,NonResidential,Other,Aurora Shopping Center,13201 Aurora Avenue North,WA,98133.0,NORTHWEST,Strip Mall,,3.5,1.0,111900.0,,10689804.0,0.0,7463076.5,3226904.0,223.405,52,2,1.0,0.0,31971.429,111900.0,12353.17990213084
517,2016,NonResidential,Supermarket / Grocery Store,Sam's Club #18-6687,13550 Aurora Ave. N.,WA,98133.0,NORTHWEST,Wholesale Club/Supercenter,,0.5,1.0,144776.0,56.5,13285362.0,0.0,10222984.5,3062588.0,233.92,32,1,1.0,0.0,289552.0,144776.0,12352.757248302205
518,2016,NonResidential,Retail Store,AURORA ACRES (ID518),13200 AURORA AVE N,WA,98133.0,NORTHWEST,Retail Store,,1.0,1.0,114000.0,87.5,14368662.0,0.0,7018844.0,7349946.0,439.28499999999997,49,2,1.0,0.0,114000.0,114000.0,12352.984838389488
519,2016,NonResidential,Supermarket / Grocery Store,00410-Hwy 99 & 130th,13050 Aurora Avenue North,WA,98133.0,NORTHWEST,Supermarket/Grocery Store,,1.0,1.0,50083.0,78.0,8637372.5,0.0,6545008.5,2092500.0,156.76,19,2,1.0,0.0,50083.0,50083.0,12353.13623331267
520,2016,NonResidential,Large Office,Burke Building,400 North 34th Street,WA,98103.0,LAKE UNION,Office,,1.0,3.0,124071.0,75.0,4862995.75,0.0,4861879.5,1214.0,33.96,28,1,0.88456,0.11544,124071.0,41357.0,12357.20889215511
521,2016,NonResidential,Small- and Mid-Sized Office,The Evanston Building,501 N 34th Street,WA,98103.0,LAKE UNION,Office,,1.0,4.0,90000.0,83.0,3971859.0,0.0,3971942.5,0.0,27.69,16,1,0.59413,0.40587,90000.0,22500.0,12357.094567005208
522,2016,NonResidential,Small- and Mid-Sized Office,The Waterside Building,651 N 34th St,WA,98103.0,LAKE UNION,Office,,1.0,3.0,96041.0,69.5,5442576.5,0.0,5442690.0,0.0,37.945,15,2,0.64901,0.35099,96041.0,32013.667,12357.068933165267
523,2016,NonResidential,Large Office,Adobe Seattle,801 N 34th,WA,98103.0,LAKE UNION,Office,2016201520142013201220112010,1.0,3.0,280957.0,95.0,11777561.5,0.0,11437590.5,338522.5,97.715,17,4,0.59129,0.40871,280957.0,93652.333,12356.95072016023
524,2016,NonResidential,Large Office,Plaza 701 N 34th,701 N. 34th Street,WA,98103.0,LAKE UNION,Office,201720162012,1.0,4.0,243334.0,82.5,9490268.5,0.0,8941495.5,548975.5,91.49000000000001,17,2,0.57658,0.42342,243334.0,60833.5,12356.961108405907
525,2016,NonResidential,Mixed Use Property,Seattle Art Museum,1300 1st Avenue,WA,98101.0,DOWNTOWN,Other - Entertainment/Public Assembly,,1.0,6.0,154660.0,,54454322.0,18913500.0,34705129.5,836408.0,1746.255,25,9,1.0,0.0,154660.0,25776.667,12358.147092294414
526,2016,NonResidential,Large Office,Seattle Design Center (Plaza Center),5601 6th Ave. S,WA,98108.0,GREATER DUWAMISH,Office,,1.0,5.0,390295.0,95.0,7761242.5,0.0,7761404.5,0.0,54.11,34,2,0.68902,0.31098,390295.0,78059.0,12360.138178453191
527,2016,NonResidential,Warehouse,Northwest Corporate Park,5900 4th Ave S,WA,98108.0,GREATER DUWAMISH,Non-Refrigerated Warehouse,,1.0,2.0,90000.0,88.0,1350980.1875,0.0,1203774.5,147229.0,16.21,49,2,1.0,0.0,90000.0,45000.0,12360.232547600137
528,2016,NonResidential,Retail Store,Oregon Tile & Marble,5930 6th Ave. South,WA,98108.0,GREATER DUWAMISH,Retail Store,,1.0,1.0,50200.0,,1018718.0,0.0,522307.5,496422.0,30.009999999999998,50,1,1.0,0.0,50200.0,50200.0,12360.04356985963
529,2016,NonResidential,Small- and Mid-Sized Office,Ballard Building,2208 NW Market Street,WA,98107.0,BALLARD,Office,,1.0,6.0,94033.0,,4762712.5,0.0,2891264.5,1871508.5,119.55,91,5,0.93407,0.06593,94033.0,15672.167,12358.4705574976
530,2016,NonResidential,Warehouse,Magnum Building,5422 Shilshole Avenue NW,WA,98107.0,BALLARD,Non-Refrigerated Warehouse,,1.0,2.0,63240.0,100.0,205543.85155000002,0.0,88293.0,117253.0,6.845000000000001,75,1,1.0,0.0,63240.0,31620.0,12358.566340811407
532,2016,NonResidential,Other,Ballard Blocks I,1416 NW 46th ST,WA,98107.0,BALLARD,Parking,,1.0,5.0,322869.0,,17001654.0,0.0,10689424.5,6312451.0,409.775,8,2,0.4349,0.5651,322869.0,64573.8,12358.07051484165
533,2016,NonResidential,Self-Storage Facility,08168-Queen Anne/Magnolia,3000 15th Ave West,WA,98119.0,MAGNOLIA / QUEEN ANNE,Self-Storage Facility,,1.0,4.0,130293.0,,485546.15625,0.0,485556.5,0.0,3.385,28,2,0.8204,0.1796,130293.0,32573.25,12358.873646319902
534,2016,NonResidential,Warehouse,Nickerson Street Self  Storage,1300 W. Nickerson Street,WA,98119.0,MAGNOLIA / QUEEN ANNE,Non-Refrigerated Warehouse,,1.0,4.0,106041.0,93.5,1121167.5,0.0,755021.0,366162.5,24.71,19,1,1.0,0.0,106041.0,26510.25,12358.383406302917
536,2016,NonResidential,Self-Storage Facility,Magnolia Bridge Self Storage,1900 15th Ave W.,WA,98119.0,MAGNOLIA / QUEEN ANNE,Self-Storage Facility,,1.0,3.0,94470.0,,961418.9375,0.0,422858.0,538569.5,31.55,60,1,1.0,0.0,94470.0,31490.0,12359.337392518351
538,2016,NonResidential,Large Office,Fifth and Jackson,315 Fifth Avenue,WA,98104.0,DOWNTOWN,Office,,1.0,10.0,181694.0,87.0,7854203.0,0.0,7854370.5,0.0,54.754999999999995,14,3,0.78983,0.21017,181694.0,18169.4,12357.846670744171
540,2016,NonResidential,Warehouse,NWCP-SEA Bldg K,6136 6th Ave S,WA,98108.0,GREATER DUWAMISH,Non-Refrigerated Warehouse,,1.0,1.0,22780.0,31.5,414874.15625,0.0,414883.0,0.0,2.8899999999999997,50,1,1.0,0.0,22780.0,22780.0,12360.096568887833
543,2016,NonResidential,Distribution Center,Seattle Distribution Center Bldg A,6701-6795 E. Marginal Way S.,WA,98168.0,GREATER DUWAMISH,Distribution Center,,1.0,1.0,124472.0,77.0,3960889.5,0.0,935785.5,3025118.5,167.185,49,2,1.0,0.0,124472.0,124472.0,12360.509091038977
544,2016,NonResidential,Distribution Center,Seattle Distribution Center Bldg B,6701-6797 E Marginal Way S.,WA,98168.0,GREATER DUWAMISH,Distribution Center,,1.0,1.0,50065.0,71.5,1497522.625,0.0,835187.5,662352.5,41.0,49,2,1.0,0.0,50065.0,50065.0,12360.509091038977
545,2016,NonResidential,Distribution Center,GLACIER NORTHWEST (6335 1st Ave S),6335 1st Ave S,WA,98108.0,GREATER DUWAMISH,Distribution Center,,1.0,1.0,57540.0,27.5,2230833.0,0.0,1410789.5,820074.5,53.39,47,1,1.0,0.0,57540.0,57540.0,12360.829933952797
546,2016,NonResidential,Warehouse,NWCP-SEA Bldg A,410 S Front Street,WA,98108.0,GREATER DUWAMISH,Non-Refrigerated Warehouse,,1.0,1.0,85400.0,48.0,1565092.625,0.0,1565125.5,0.0,10.915,50,1,1.0,0.0,85400.0,85400.0,12360.263787958016
547,2016,NonResidential,Warehouse,NWCP-SEA Bldg B,6001 6th Ave S,WA,98108.0,GREATER DUWAMISH,Non-Refrigerated Warehouse,,1.0,1.0,55700.0,62.5,526442.0469,0.0,526453.0,0.0,3.67,50,1,1.0,0.0,55700.0,55700.0,12360.239430462321
548,2016,NonResidential,Small- and Mid-Sized Office,Resource Center,5933 6th Ave S,WA,98108.0,GREATER DUWAMISH,Office,,1.0,1.0,53250.0,94.0,1995452.625,0.0,1086756.5,908719.0,55.84,52,2,1.0,0.0,53250.0,53250.0,12360.18797447662
549,2016,NonResidential,Small- and Mid-Sized Office,400 Mercer Street,400 Mercer Street,WA,98109.0,MAGNOLIA / QUEEN ANNE,Office,,1.0,6.0,78672.0,96.5,2446720.875,0.0,2041714.5,405051.5,35.745,29,1,0.63866,0.36134,78672.0,13112.0,12358.0530246076
550,2016,NonResidential,Warehouse,21517-Seattle / Aurora AVE N,11512 Aurora Avenue N,WA,98133.0,NORTHWEST,Non-Refrigerated Warehouse,,1.0,3.0,64660.0,88.5,332891.5,0.0,243397.0,89500.0,6.45,30,1,1.0,0.0,64660.0,21553.333,12353.613791459331
551,2016,NonResidential,Mixed Use Property,Richmark Label,1110 East Pine Street,WA,98122.0,EAST,Other,,1.0,2.0,75844.0,,3659894.25,0.0,3408861.5,251103.0,37.099999999999994,89,3,0.73725,0.26275,75844.0,37922.0,12356.384148007968
552,2016,NonResidential,Distribution Center,South Seattle Distribution Center- 3800,3800 1st Avenue South,WA,98134.0,GREATER DUWAMISH,Distribution Center,,1.0,1.0,161678.0,26.0,9301166.0,0.0,6381490.5,2919807.5,199.555,48,1,1.0,0.0,161678.0,161678.0,12359.607732106668
553,2016,NonResidential,Distribution Center,South Seattle Distribution Center- 3844,3844 1ST AVE S,WA,98134.0,GREATER DUWAMISH,Distribution Center,,1.0,1.0,101101.0,1.0,22704327.0,0.0,22676624.5,28190.5,159.57999999999998,67,1,1.0,0.0,101101.0,101101.0,12359.645234965461
554,2016,NonResidential,Distribution Center,South Seattle Distribution Center- 3601,3601 2ND AVE S,WA,98134.0,GREATER DUWAMISH,Distribution Center,,1.0,1.0,52613.0,78.5,1027098.125,0.0,520860.5,506248.0,30.520000000000003,36,1,1.0,0.0,52613.0,52613.0,12359.53296423252
555,2016,NonResidential,Other,Cascade Designs Inc. ( Yosemite ),4000 1st Ave. South,WA,98134.0,GREATER DUWAMISH,Other,,1.0,1.0,56608.0,,5164325.5,0.0,4338518.5,825898.0,74.105,76,2,1.0,0.0,56608.0,56608.0,12359.726548025485
556,2016,NonResidential,Refrigerated Warehouse,Charlies Produce,4103 2nd Ave South,WA,98134.0,GREATER DUWAMISH,Refrigerated Warehouse,,1.0,1.0,104099.0,,17704876.0,0.0,17260475.0,444756.5,143.95,63,3,1.0,0.0,104099.0,104099.0,12359.736388153278
557,2016,NonResidential,Supermarket / Grocery Store,Safeway 1845 - Greenwood Ave,8704 Greenwood Ave N,WA,98103.0,NORTHWEST,Supermarket/Grocery Store,,1.0,1.0,53150.5,44.5,14320114.5,0.0,7903417.5,6416860.0,395.895,13,2,0.85983,0.14017,53150.5,53150.5,12355.30078628036
558,2016,NonResidential,Supermarket / Grocery Store,70500858 -- North Seattle,1531 NE 145th Street,WA,98155.0,NORTH,Supermarket/Grocery Store,,1.0,1.0,58480.0,38.0,11346952.0,0.0,6551655.5,4795427.0,300.355,36,1,1.0,0.0,58480.0,58480.0,12350.372736281657
561,2016,NonResidential,Large Office,Alley24,221 Yale Avenue North,WA,98109.0,LAKE UNION,Office,,1.0,6.0,336700.0,94.5,9378391.0,0.0,8787831.0,0.0,61.265,11,3,0.62934,0.37066,336700.0,56116.667,12357.065377467821
562,2016,NonResidential,Retail Store,011-Seattle,222 Yale Ave. N.,WA,98109.0,LAKE UNION,Retail Store,,1.0,4.0,267365.5,41.0,9978909.0,0.0,7422865.0,2556200.0,187.505,20,1,0.40159,0.59841,267365.5,66841.375,12357.044407879248
563,2016,NonResidential,Small- and Mid-Sized Office,Darigold HQ,1130 Rainier Ave S,WA,98144.0,CENTRAL,Office,,1.0,2.0,62220.0,32.5,5409885.75,0.0,5397078.0,12918.0,38.315,102,3,1.0,0.0,62220.0,31110.0,12356.877808567673
564,2016,NonResidential,Small- and Mid-Sized Office,Poplar Building,900 Poplar Pl S.,WA,98144.0,GREATER DUWAMISH,Office,,1.0,1.0,65430.0,90.5,3018295.25,0.0,1665554.5,1352774.0,83.455,46,2,1.0,0.0,65430.0,65430.0,12356.981396287845
565,2016,NonResidential,Large Office,Northcut Landing,4915 25th Ave NE,WA,98105.0,NORTHEAST,Office,,1.0,3.0,102290.0,27.0,5989885.25,0.0,5844425.5,145579.5,48.475,10,2,0.5851,0.4149,102290.0,34096.667,12352.989340597163
566,2016,NonResidential,Other,Pike St,1708 E Pike St,WA,98122.0,CENTRAL,Other,,1.0,3.0,80004.0,,13248772.5,0.0,13249068.0,0.0,92.36500000000001,90,1,1.0,0.0,80004.0,26668.0,12355.919374947072
568,2016,NonResidential,Warehouse,K2 and Iron Mountain (Seattle 4),4201 6th Ave S,WA,98108.0,GREATER DUWAMISH,Non-Refrigerated Warehouse,,1.0,2.0,323916.0,86.5,9656558.25,0.0,4317144.0,5339518.5,313.67499999999995,25,2,1.0,0.0,323916.0,161958.0,12359.499297422386
569,2016,NonResidential,Mixed Use Property,Pacific Tower,1200 12th Avenue South,WA,98144.0,GREATER DUWAMISH,Office,20102008,1.0,14.0,304052.0,76.0,18435569.5,0.0,16537884.5,1897981.0,216.09,84,3,1.0,0.0,304052.0,21718.0,12357.354946852092
570,2016,NonResidential,Small- and Mid-Sized Office,Northwest Building,2323 Eastlake Ave E,WA,98102.0,LAKE UNION,Office,,1.0,4.0,85385.0,77.0,4879919.75,0.0,4880020.5,0.0,34.019999999999996,38,3,0.63448,0.36552,85385.0,21346.25,12355.812831530691
571,2016,NonResidential,Distribution Center,Northwest Center Industries,7272 W. Marginal Way S.,WA,98108.0,GREATER DUWAMISH,Distribution Center,,1.0,2.0,98024.0,85.5,2608332.25,0.0,1775604.0,832774.0,56.605,27,2,1.0,0.0,98024.0,49012.0,12361.153771695259
572,2016,NonResidential,Mixed Use Property,Bright Horizons,1275 Mercer St,WA,98109.0,LAKE UNION,Office,,1.0,1.0,65000.0,,2482509.625,0.0,1638565.0,843979.0,56.245000000000005,88,3,0.76923,0.23077,65000.0,65000.0,12356.89236995268
573,2016,NonResidential,Large Office,617 Eastlake,617 Eastlake Ave E,WA,98109.0,LAKE UNION,Office,,1.0,5.0,144573.0,59.0,5279879.0,0.0,5279991.5,0.0,36.81,26,2,0.53919,0.46081,144573.0,28914.6,12356.80100454234
574,2016,NonResidential,Retail Store,(71371A) NORTHGATE Macy's,401 NE NORTHGATE WAY,WA,98125.0,NORTH,Retail Store,,1.0,2.0,302812.0,97.0,7212295.75,0.0,5646588.0,1565825.5,122.525,66,1,1.0,0.0,302812.0,151406.0,12352.593847846909
575,2016,NonResidential,Small- and Mid-Sized Office,Northway Square East,2150 N 107th ST,WA,98133.0,NORTHWEST,Office,,1.0,5.0,86400.0,55.0,8742196.0,0.0,4071727.0,4670552.0,276.44,42,1,1.0,0.0,86400.0,17280.0,12353.021749206295
576,2016,NonResidential,Other,Northgate Village,818-832 NE Northgate Way,WA,98125.0,North,Strip Mall,,0.5,2.0,98539.0,,5580997.25,0.0,5403481.5,177630.0,47.1,47,1,1.0,0.0,197078.0,49269.5,12352.029411438267
577,2016,NonResidential,Small- and Mid-Sized Office,NorthWay West Building,10700 Meridian Ave North,WA,98144.0,NORTHWEST,Office,,1.0,6.0,86483.0,53.0,6578785.75,0.0,6578927.0,0.0,45.865,35,2,1.0,0.0,86483.0,14413.833,12353.100593392319
578,2016,NonResidential,Distribution Center,Pacific Plumbing Supply,7115 W Marginal Way SW,WA,98106.0,DELRIDGE,Distribution Center,,1.0,1.0,51600.0,78.5,1068442.0625,0.0,756685.5,311770.5,21.835,40,2,1.0,0.0,51600.0,51600.0,12361.603799285029
